Order ID,Order Date,Processing Time (Days),Ship Date,Dispatch Time (Hours),Ship Mode,Expected Delivery Date,Actual Delivery Date,Delivery Distance (KM),Shipping Cost,Region,City,Category,Sales,Carrier,Delay Reason,Warehouse Location,Order Priority,Order Quantity,Customer Type
ORD101882,09-08-2023,2,11-08-2023,7,Same Day,12-08-2023,11-08-2023,1577,1690.48,South,Hyderabad,Office Supplies,1689.02,Delhivery,Unknown,WH-A,Medium,5,Home Office
ORD101883,29-04-2023,2,01-05-2023,21,First Class,03-05-2023,06-05-2023,396,242.16,West,Delhi,Technology,553.03,BlueDart,Inventory Issue,WH-C,High,2,Corporate
ORD101884,05-11-2023,1,06-11-2023,11,Standard Class,11-11-2023,14-11-2023,1161,1082.23,South,Mumbai,Office Supplies,4924.83,Delhivery,Customer Not Available,WH-A,Low,3,Consumer
ORD101885,02-07-2023,2,04-07-2023,23,Same Day,05-07-2023,04-07-2023,944,736.76,East,Hyderabad,Office Supplies,4054.5,BlueDart,Unknown,WH-C,Low,9,Consumer
ORD101886,15-10-2023,3,18-10-2023,19,First Class,20-10-2023,23-10-2023,1666,976.32,South,Mumbai,Furniture,3593.15,Ecom Express,Customer Not Available,WH-C,High,9,Corporate
ORD101887,03-11-2023,2,05-11-2023,17,Standard Class,10-11-2023,13-11-2023,1655,1144.68,Central,Chennai,Office Supplies,1014.32,Delhivery,Customer Not Available,WH-B,High,6,Corporate
ORD101888,27-10-2023,2,29-10-2023,5,Second Class,01-11-2023,04-11-2023,1632,1799.19,South,Bangalore,Furniture,3508.49,Delhivery,Unknown,WH-A,Medium,9,Home Office
ORD101889,23-03-2023,2,25-03-2023,21,Same Day,26-03-2023,27-03-2023,246,171.38,South,Chennai,Furniture,4318.94,Delhivery,Traffic,WH-A,High,8,Home Office
ORD101890,30-07-2023,2,01-08-2023,14,Same Day,02-08-2023,04-08-2023,1479,1007.29,South,Hyderabad,Office Supplies,4061.23,Delhivery,Traffic,WH-D,Low,3,Corporate
ORD101891,30-05-2023,2,01-06-2023,6,Standard Class,06-06-2023,09-06-2023,1003,1055.99,Central,Bangalore,Technology,3785.69,BlueDart,Unknown,WH-A,Medium,8,Consumer
ORD101892,06-02-2023,1,07-02-2023,21,Second Class,10-02-2023,12-02-2023,1228,1724.97,East,Delhi,Office Supplies,1966.43,BlueDart,Carrier Delay,WH-D,Medium,7,Home Office
ORD101893,18-12-2023,3,21-12-2023,20,Second Class,24-12-2023,28-12-2023,1747,2251.35,South,Hyderabad,Furniture,3846.47,FedEx,Customer Not Available,WH-A,Medium,9,Corporate
ORD101894,08-11-2023,1,09-11-2023,19,Same Day,10-11-2023,12-11-2023,1145,1608.83,West,Delhi,Furniture,2448.63,Ecom Express,Customer Not Available,WH-C,High,7,Consumer
ORD101895,27-12-2023,3,30-12-2023,21,Standard Class,04-01-2024,08-01-2024,1247,1350.48,South,Delhi,Office Supplies,2052.4,Ecom Express,Traffic,WH-D,High,5,Consumer
ORD101896,28-02-2023,3,03-03-2023,18,First Class,05-03-2023,06-03-2023,1333,1212.94,Central,Mumbai,Office Supplies,4825.67,BlueDart,Inventory Issue,WH-C,High,5,Home Office
ORD101897,11-05-2023,3,14-05-2023,17,Same Day,15-05-2023,17-05-2023,247,303.72,Central,Mumbai,Office Supplies,776.02,FedEx,Inventory Issue,WH-D,Medium,4,Consumer
ORD101898,21-07-2023,3,24-07-2023,2,Second Class,27-07-2023,27-07-2023,1320,1005,West,Bangalore,Office Supplies,4330.36,FedEx,Unknown,WH-A,Medium,2,Corporate
ORD101899,31-08-2023,3,03-09-2023,22,First Class,05-09-2023,03-09-2023,980,566.49,Central,Bangalore,Technology,1644.4,Delhivery,Unknown,WH-D,Low,5,Corporate
ORD101900,04-02-2023,2,06-02-2023,2,Standard Class,11-02-2023,12-02-2023,1822,1538.89,Central,Mumbai,Furniture,2606.24,FedEx,Unknown,WH-C,Low,4,Corporate
ORD101901,03-04-2023,1,04-04-2023,21,Second Class,07-04-2023,05-04-2023,1329,1062.19,Central,Bangalore,Office Supplies,1846.53,Ecom Express,Unknown,WH-C,High,1,Corporate
ORD101902,26-07-2023,1,27-07-2023,15,First Class,29-07-2023,29-07-2023,1857,2182.98,East,Chennai,Office Supplies,2540.83,DHL,Unknown,WH-A,High,2,Consumer
ORD101903,19-12-2023,2,21-12-2023,3,Same Day,22-12-2023,21-12-2023,688,723.34,Central,Hyderabad,Office Supplies,4101.09,BlueDart,Unknown,WH-C,Low,2,Consumer
ORD101904,28-11-2023,3,01-12-2023,16,Second Class,04-12-2023,03-12-2023,1416,903.78,South,Chennai,Furniture,955.92,Delhivery,Unknown,WH-A,Low,9,Corporate
ORD101905,01-11-2023,1,02-11-2023,4,Standard Class,07-11-2023,10-11-2023,592,833.83,West,Hyderabad,Furniture,3786.23,FedEx,Unknown,WH-B,High,2,Consumer
ORD101906,16-12-2023,2,18-12-2023,14,Second Class,21-12-2023,26-12-2023,1237,1352.46,South,Mumbai,Furniture,2257.15,BlueDart,Unknown,WH-C,High,7,Corporate
ORD101907,01-08-2023,2,03-08-2023,20,Same Day,04-08-2023,03-08-2023,1342,1285.21,South,Chennai,Office Supplies,4678,BlueDart,Unknown,WH-B,High,3,Corporate
ORD101908,08-06-2023,1,09-06-2023,2,Standard Class,14-06-2023,15-06-2023,621,892.5,West,Delhi,Furniture,2757.59,BlueDart,Weather,WH-B,High,2,Home Office
ORD101909,24-01-2023,1,25-01-2023,14,Same Day,26-01-2023,25-01-2023,30,17.92,East,Chennai,Office Supplies,254.81,Ecom Express,Unknown,WH-D,Low,8,Corporate
ORD101910,20-10-2023,3,23-10-2023,16,First Class,25-10-2023,26-10-2023,867,1118.08,East,Bangalore,Office Supplies,4555.52,Delhivery,Unknown,WH-B,High,2,Consumer
ORD101911,04-01-2023,3,07-01-2023,17,Second Class,10-01-2023,11-01-2023,83,71.77,Central,Chennai,Technology,4626.24,DHL,Carrier Delay,WH-D,High,9,Consumer
ORD101912,08-08-2023,1,09-08-2023,12,Same Day,10-08-2023,08-08-2023,1016,1214.52,East,Mumbai,Technology,940.61,Delhivery,Unknown,WH-C,Low,3,Consumer
ORD101913,30-12-2023,3,02-01-2024,4,First Class,04-01-2024,03-01-2024,132,188.86,East,Mumbai,Technology,4864.68,FedEx,Unknown,WH-A,Low,9,Corporate
ORD101914,20-01-2023,2,22-01-2023,9,Standard Class,27-01-2023,29-01-2023,417,424.39,Central,Bangalore,Furniture,2256.71,Delhivery,Carrier Delay,WH-A,High,3,Home Office
ORD101915,01-06-2023,3,04-06-2023,7,Standard Class,09-06-2023,13-06-2023,141,73.69,East,Hyderabad,Technology,4576.38,Ecom Express,Customer Not Available,WH-D,High,9,Home Office
ORD101916,19-02-2023,3,22-02-2023,6,First Class,24-02-2023,23-02-2023,1362,720.29,East,Bangalore,Furniture,1852.19,DHL,Unknown,WH-D,Medium,6,Corporate
ORD101917,26-06-2023,2,28-06-2023,16,First Class,30-06-2023,29-06-2023,552,458.47,Central,Hyderabad,Office Supplies,162.28,Delhivery,Unknown,WH-B,High,2,Home Office
ORD101918,06-04-2023,3,09-04-2023,10,Standard Class,14-04-2023,13-04-2023,392,502.41,South,Mumbai,Technology,3985.35,FedEx,Unknown,WH-D,High,1,Corporate
ORD101919,15-04-2023,2,17-04-2023,23,Same Day,18-04-2023,21-04-2023,575,453.25,South,Mumbai,Technology,4434.77,Delhivery,Traffic,WH-B,Low,3,Corporate
ORD101920,07-09-2023,3,10-09-2023,6,First Class,12-09-2023,14-09-2023,1258,1049.76,West,Hyderabad,Furniture,855.9,Ecom Express,Carrier Delay,WH-B,High,7,Consumer
ORD101921,27-04-2023,1,28-04-2023,22,Same Day,29-04-2023,01-05-2023,1020,1310.15,East,Chennai,Furniture,2792.21,BlueDart,Inventory Issue,WH-D,High,3,Consumer
ORD101922,20-12-2023,3,23-12-2023,11,Standard Class,28-12-2023,29-12-2023,425,261.88,Central,Chennai,Technology,4166.21,Ecom Express,Traffic,WH-B,Medium,3,Home Office
ORD101923,16-08-2023,1,17-08-2023,7,Same Day,18-08-2023,20-08-2023,1152,1551.53,Central,Bangalore,Furniture,2334.65,Ecom Express,Customer Not Available,WH-C,High,7,Corporate
ORD101924,07-03-2023,1,08-03-2023,12,Same Day,09-03-2023,10-03-2023,1116,854.62,East,Mumbai,Furniture,3952.41,Ecom Express,Unknown,WH-C,High,7,Corporate
ORD101925,01-12-2023,1,02-12-2023,5,First Class,04-12-2023,08-12-2023,1877,1034.65,East,Chennai,Furniture,3208.56,DHL,Customer Not Available,WH-D,Low,4,Home Office
ORD101926,19-09-2023,1,20-09-2023,21,Same Day,21-09-2023,19-09-2023,145,89.51,Central,Mumbai,Office Supplies,3617.62,Delhivery,Unknown,WH-B,Medium,1,Corporate
ORD101927,22-10-2023,1,23-10-2023,13,Same Day,24-10-2023,25-10-2023,1944,2823.77,Central,Bangalore,Technology,4598.14,FedEx,Carrier Delay,WH-D,High,8,Corporate
ORD101928,31-08-2023,2,02-09-2023,21,Same Day,03-09-2023,02-09-2023,1813,1724.75,Central,Delhi,Furniture,2113.28,BlueDart,Unknown,WH-C,Medium,8,Corporate
ORD101929,05-07-2023,2,07-07-2023,7,Standard Class,12-07-2023,12-07-2023,55,41.6,West,Mumbai,Furniture,3866.33,BlueDart,Unknown,WH-B,High,6,Consumer
ORD101930,03-09-2023,2,05-09-2023,2,Standard Class,10-09-2023,15-09-2023,991,1012.08,South,Delhi,Office Supplies,3577.78,DHL,Carrier Delay,WH-D,High,1,Corporate
ORD101931,05-05-2023,1,06-05-2023,19,Second Class,09-05-2023,09-05-2023,1595,1885.84,Central,Mumbai,Office Supplies,2223,FedEx,Unknown,WH-A,Low,3,Home Office
ORD101932,25-09-2023,3,28-09-2023,3,Standard Class,03-10-2023,06-10-2023,933,763.94,South,Hyderabad,Office Supplies,1936.81,BlueDart,Unknown,WH-B,High,6,Corporate
ORD101933,11-05-2023,2,13-05-2023,6,Standard Class,18-05-2023,17-05-2023,1433,1755.81,East,Delhi,Office Supplies,4412.71,FedEx,Unknown,WH-C,Medium,6,Corporate
ORD101934,25-08-2023,3,28-08-2023,17,Second Class,31-08-2023,05-09-2023,1365,1026.82,South,Hyderabad,Technology,1063.46,FedEx,Weather,WH-A,Medium,1,Home Office
ORD101935,18-01-2023,3,21-01-2023,13,Second Class,24-01-2023,25-01-2023,666,407.82,South,Hyderabad,Technology,1626.61,Delhivery,Unknown,WH-C,High,7,Consumer
ORD101936,09-02-2023,1,10-02-2023,13,First Class,12-02-2023,11-02-2023,1693,1777.16,South,Bangalore,Furniture,4873.69,DHL,Unknown,WH-C,Medium,2,Home Office
ORD101937,21-01-2023,1,22-01-2023,12,First Class,24-01-2023,29-01-2023,1991,1296.38,East,Bangalore,Technology,1422.96,Ecom Express,Unknown,WH-D,Low,8,Home Office
ORD101938,13-08-2023,1,14-08-2023,21,Standard Class,19-08-2023,22-08-2023,1759,2533.81,South,Chennai,Furniture,4368.76,Ecom Express,Carrier Delay,WH-C,Medium,6,Corporate
ORD101939,21-12-2023,2,23-12-2023,20,Same Day,24-12-2023,26-12-2023,1759,880.29,South,Delhi,Technology,1888.57,BlueDart,Carrier Delay,WH-A,Medium,1,Home Office
ORD101940,09-10-2023,1,10-10-2023,22,First Class,12-10-2023,13-10-2023,370,464.61,West,Chennai,Technology,2778.46,BlueDart,Inventory Issue,WH-D,High,2,Consumer
ORD101941,08-01-2023,2,10-01-2023,8,First Class,12-01-2023,16-01-2023,912,710.88,East,Delhi,Technology,2021.79,DHL,Inventory Issue,WH-D,Medium,6,Home Office
ORD101942,10-04-2023,2,12-04-2023,3,Standard Class,17-04-2023,16-04-2023,1939,2610.06,South,Bangalore,Furniture,1145.44,Delhivery,Unknown,WH-B,Low,2,Corporate
ORD101943,28-08-2023,2,30-08-2023,7,Same Day,31-08-2023,02-09-2023,1002,561.27,East,Bangalore,Furniture,3470.97,BlueDart,Traffic,WH-A,Medium,4,Corporate
ORD101944,28-03-2023,2,30-03-2023,5,Second Class,02-04-2023,07-04-2023,858,1246.67,Central,Bangalore,Office Supplies,4834.72,BlueDart,Carrier Delay,WH-A,Low,9,Home Office
ORD101945,25-10-2023,1,26-10-2023,3,Second Class,29-10-2023,01-11-2023,262,157.57,South,Delhi,Furniture,4469.41,FedEx,Carrier Delay,WH-C,Low,3,Consumer
ORD101946,14-01-2023,2,16-01-2023,18,Standard Class,21-01-2023,23-01-2023,1416,1823.64,East,Bangalore,Office Supplies,4927.12,DHL,Customer Not Available,WH-D,Low,5,Home Office
ORD101947,30-11-2023,1,01-12-2023,9,Standard Class,06-12-2023,07-12-2023,49,49.85,South,Chennai,Furniture,3471.08,Ecom Express,Inventory Issue,WH-A,Low,3,Corporate
ORD101948,02-01-2023,1,03-01-2023,6,Same Day,04-01-2023,07-01-2023,273,254,South,Hyderabad,Furniture,220.67,DHL,Customer Not Available,WH-A,Medium,8,Home Office
ORD101949,20-10-2023,2,22-10-2023,11,Standard Class,27-10-2023,30-10-2023,1339,1044.63,Central,Delhi,Technology,2792.65,Ecom Express,Carrier Delay,WH-C,Medium,5,Consumer
ORD101950,21-11-2023,1,22-11-2023,17,Standard Class,27-11-2023,30-11-2023,676,906.77,West,Hyderabad,Furniture,3131.45,FedEx,Inventory Issue,WH-B,High,6,Consumer
ORD101951,10-02-2023,3,13-02-2023,3,Standard Class,18-02-2023,23-02-2023,1023,715.85,East,Chennai,Technology,644.71,Delhivery,Carrier Delay,WH-A,Low,6,Home Office
ORD101952,14-11-2023,1,15-11-2023,20,Same Day,16-11-2023,14-11-2023,1306,1594.94,South,Mumbai,Furniture,4150.71,Ecom Express,Unknown,WH-C,High,4,Home Office
ORD101953,12-11-2023,1,13-11-2023,8,Standard Class,18-11-2023,21-11-2023,861,814.33,Central,Bangalore,Office Supplies,3663.9,FedEx,Weather,WH-B,Low,4,Consumer
ORD101954,21-04-2023,2,23-04-2023,3,First Class,25-04-2023,23-04-2023,1503,2252.24,Central,Chennai,Furniture,2269.72,Delhivery,Unknown,WH-B,Low,1,Home Office
ORD101955,14-01-2023,2,16-01-2023,14,Same Day,17-01-2023,19-01-2023,1595,1772.68,West,Mumbai,Technology,1495.37,FedEx,Unknown,WH-B,Low,6,Corporate
ORD101956,19-08-2023,1,20-08-2023,5,First Class,22-08-2023,26-08-2023,149,90.02,West,Delhi,Technology,1147.94,Delhivery,Customer Not Available,WH-B,Medium,4,Corporate
ORD101957,25-03-2023,2,27-03-2023,17,Same Day,28-03-2023,26-03-2023,1994,1833.53,Central,Chennai,Technology,4824.01,BlueDart,Unknown,WH-A,Low,6,Home Office
ORD101958,10-05-2023,3,13-05-2023,11,First Class,15-05-2023,17-05-2023,239,135.35,Central,Delhi,Technology,4020.27,Delhivery,Inventory Issue,WH-A,Low,8,Corporate
ORD101959,19-08-2023,3,22-08-2023,18,Same Day,23-08-2023,21-08-2023,695,546.03,East,Hyderabad,Furniture,3482.25,Ecom Express,Unknown,WH-C,High,9,Corporate
ORD101960,22-11-2023,2,24-11-2023,22,Second Class,27-11-2023,29-11-2023,724,610.56,East,Hyderabad,Technology,4744.48,Delhivery,Inventory Issue,WH-A,Low,9,Corporate
ORD101961,25-05-2023,1,26-05-2023,15,Standard Class,31-05-2023,02-06-2023,1164,1575.1,Central,Delhi,Technology,1057.35,DHL,Carrier Delay,WH-A,High,1,Home Office
ORD101962,11-12-2023,3,14-12-2023,13,Standard Class,19-12-2023,24-12-2023,1473,1970.86,Central,Hyderabad,Furniture,4295.16,Delhivery,Carrier Delay,WH-A,Medium,5,Corporate
ORD101963,28-01-2023,3,31-01-2023,14,Same Day,01-02-2023,05-02-2023,357,182.63,West,Hyderabad,Technology,2938.06,FedEx,Traffic,WH-B,Medium,7,Corporate
ORD101964,07-03-2023,1,08-03-2023,21,First Class,10-03-2023,13-03-2023,1422,1467.9,East,Bangalore,Office Supplies,4668.59,Ecom Express,Traffic,WH-A,Low,1,Consumer
ORD101965,12-06-2023,2,14-06-2023,9,Second Class,17-06-2023,21-06-2023,998,722.1,Central,Delhi,Office Supplies,3320.02,BlueDart,Customer Not Available,WH-D,Low,6,Corporate
ORD101966,17-08-2023,3,20-08-2023,18,First Class,22-08-2023,26-08-2023,279,228.81,East,Delhi,Technology,3720.59,BlueDart,Inventory Issue,WH-C,High,1,Corporate
ORD101967,18-09-2023,1,19-09-2023,19,Standard Class,24-09-2023,27-09-2023,1412,736.57,East,Mumbai,Office Supplies,1150.17,FedEx,Carrier Delay,WH-A,High,6,Home Office
ORD101968,13-06-2023,1,14-06-2023,22,Standard Class,19-06-2023,21-06-2023,914,1142.27,Central,Bangalore,Technology,1757.73,BlueDart,Customer Not Available,WH-D,Medium,7,Corporate
ORD101969,28-10-2023,3,31-10-2023,11,First Class,02-11-2023,05-11-2023,1351,1959.75,Central,Chennai,Furniture,1546.41,Ecom Express,Inventory Issue,WH-D,Low,5,Home Office
ORD101970,30-10-2023,2,01-11-2023,14,Same Day,02-11-2023,04-11-2023,1211,871.03,South,Bangalore,Office Supplies,3486.02,FedEx,Carrier Delay,WH-B,Low,2,Consumer
ORD101971,14-10-2023,3,17-10-2023,3,Same Day,18-10-2023,21-10-2023,1601,1347.68,East,Chennai,Office Supplies,2085.31,Ecom Express,Traffic,WH-C,High,2,Corporate
ORD101972,10-01-2023,1,11-01-2023,18,First Class,13-01-2023,18-01-2023,444,313.66,East,Delhi,Furniture,4306.89,BlueDart,Inventory Issue,WH-B,High,6,Consumer
ORD101973,14-07-2023,3,17-07-2023,7,Standard Class,22-07-2023,22-07-2023,1091,1560.18,West,Bangalore,Office Supplies,1102.28,BlueDart,Unknown,WH-D,Medium,6,Consumer
ORD101974,28-04-2023,2,30-04-2023,13,First Class,02-05-2023,30-04-2023,1901,968.29,West,Mumbai,Technology,3988.55,DHL,Unknown,WH-A,Medium,1,Corporate
ORD101975,27-09-2023,1,28-09-2023,14,Standard Class,03-10-2023,07-10-2023,1755,1902.18,West,Hyderabad,Technology,4075.55,FedEx,Carrier Delay,WH-D,Low,9,Consumer
ORD101976,21-03-2023,2,23-03-2023,5,First Class,25-03-2023,27-03-2023,876,1200.79,East,Chennai,Office Supplies,3158,Delhivery,Customer Not Available,WH-C,High,7,Corporate
ORD101977,03-04-2023,3,06-04-2023,16,Same Day,07-04-2023,06-04-2023,655,449.53,Central,Hyderabad,Furniture,784.14,FedEx,Unknown,WH-D,Medium,8,Consumer
ORD101978,23-09-2023,3,26-09-2023,17,Second Class,29-09-2023,02-10-2023,947,1032.23,Central,Delhi,Technology,1667.26,Ecom Express,Customer Not Available,WH-D,High,2,Home Office
ORD101979,28-11-2023,2,30-11-2023,22,Standard Class,05-12-2023,08-12-2023,1674,921.78,Central,Delhi,Technology,2018.82,BlueDart,Weather,WH-B,Medium,6,Home Office
ORD101980,16-12-2023,3,19-12-2023,20,Second Class,22-12-2023,23-12-2023,38,49.95,East,Delhi,Office Supplies,2353.97,DHL,Inventory Issue,WH-D,Low,9,Home Office
ORD101981,27-12-2023,2,29-12-2023,16,Same Day,30-12-2023,29-12-2023,709,549.07,Central,Hyderabad,Furniture,3696.99,FedEx,Unknown,WH-B,Medium,1,Home Office
ORD101982,14-09-2023,3,17-09-2023,7,First Class,19-09-2023,18-09-2023,871,1296.7,West,Delhi,Technology,1724.94,Ecom Express,Unknown,WH-B,Medium,5,Consumer
ORD101983,13-05-2023,2,15-05-2023,21,Same Day,16-05-2023,21-05-2023,989,1406.37,Central,Delhi,Furniture,140.18,DHL,Customer Not Available,WH-A,High,8,Consumer
ORD101984,03-10-2023,2,05-10-2023,7,Second Class,08-10-2023,12-10-2023,836,1030.38,Central,Hyderabad,Office Supplies,4337.09,DHL,Inventory Issue,WH-D,Medium,4,Consumer
ORD101985,21-09-2023,1,22-09-2023,6,Same Day,23-09-2023,23-09-2023,1505,1500.25,West,Delhi,Office Supplies,2190.02,DHL,Unknown,WH-A,High,1,Consumer
ORD101986,20-06-2023,1,21-06-2023,3,Same Day,22-06-2023,20-06-2023,1115,1412.25,South,Chennai,Technology,1450.29,BlueDart,Unknown,WH-C,Low,7,Consumer
ORD101987,01-01-2023,2,03-01-2023,21,First Class,05-01-2023,05-01-2023,1238,780.69,South,Bangalore,Furniture,4104.97,Ecom Express,Unknown,WH-B,Low,1,Corporate
ORD101988,09-11-2023,3,12-11-2023,3,Second Class,15-11-2023,13-11-2023,466,377.55,South,Chennai,Furniture,4400.28,DHL,Unknown,WH-B,Medium,7,Home Office
ORD101989,05-03-2023,3,08-03-2023,6,Second Class,11-03-2023,13-03-2023,85,44.79,East,Delhi,Office Supplies,3668.64,BlueDart,Customer Not Available,WH-C,Low,7,Home Office
ORD101990,11-10-2023,3,14-10-2023,4,Second Class,17-10-2023,21-10-2023,326,373.28,East,Delhi,Office Supplies,1803.86,BlueDart,Inventory Issue,WH-B,High,7,Corporate
ORD101991,01-05-2023,2,03-05-2023,7,Standard Class,08-05-2023,08-05-2023,419,547.02,West,Delhi,Office Supplies,1193.86,BlueDart,Unknown,WH-A,High,5,Home Office
ORD101992,17-04-2023,2,19-04-2023,12,Same Day,20-04-2023,21-04-2023,1879,2717.57,South,Delhi,Office Supplies,3578.36,FedEx,Inventory Issue,WH-A,Medium,4,Home Office
ORD101993,24-06-2023,2,26-06-2023,6,Second Class,29-06-2023,27-06-2023,996,1181.76,East,Hyderabad,Office Supplies,334.42,BlueDart,Unknown,WH-C,Low,4,Home Office
ORD101994,23-07-2023,2,25-07-2023,19,Same Day,26-07-2023,26-07-2023,194,239.03,Central,Bangalore,Technology,1985.71,Ecom Express,Unknown,WH-D,High,1,Corporate
ORD101995,14-06-2023,1,15-06-2023,15,First Class,17-06-2023,21-06-2023,1978,2760.21,South,Hyderabad,Technology,3806.09,Delhivery,Inventory Issue,WH-B,High,2,Consumer
ORD101996,01-11-2023,2,03-11-2023,11,First Class,05-11-2023,06-11-2023,1888,2711.88,South,Hyderabad,Furniture,2946.11,FedEx,Weather,WH-D,High,7,Consumer
ORD101997,30-04-2023,3,03-05-2023,23,Standard Class,08-05-2023,12-05-2023,1261,1250.03,East,Delhi,Technology,3682.57,DHL,Traffic,WH-A,High,8,Consumer
ORD101998,13-02-2023,1,14-02-2023,4,Standard Class,19-02-2023,18-02-2023,396,241.48,South,Chennai,Technology,2885.94,BlueDart,Unknown,WH-A,High,8,Consumer
ORD101999,08-11-2023,3,11-11-2023,17,First Class,13-11-2023,16-11-2023,1966,1899.98,West,Chennai,Technology,1236.45,FedEx,Unknown,WH-B,Low,9,Home Office
ORD102000,05-06-2023,2,07-06-2023,17,Second Class,10-06-2023,12-06-2023,1197,1264.12,West,Mumbai,Furniture,2441.91,FedEx,Inventory Issue,WH-C,Medium,7,Corporate
ORD102001,26-07-2023,1,27-07-2023,12,First Class,29-07-2023,03-08-2023,1471,1664.5,East,Bangalore,Technology,3876.66,Ecom Express,Traffic,WH-A,Medium,1,Consumer
ORD102002,18-04-2023,2,20-04-2023,5,Same Day,21-04-2023,25-04-2023,1791,2667.31,South,Mumbai,Furniture,1190.44,DHL,Unknown,WH-D,High,8,Corporate
ORD102003,08-09-2023,1,09-09-2023,12,Standard Class,14-09-2023,16-09-2023,172,243.82,West,Hyderabad,Furniture,4816.95,Delhivery,Traffic,WH-A,Low,7,Home Office
ORD102004,30-11-2023,3,03-12-2023,9,Standard Class,08-12-2023,12-12-2023,1259,1128.52,South,Mumbai,Technology,1054.17,Delhivery,Traffic,WH-B,Low,2,Consumer
ORD102005,10-05-2023,2,12-05-2023,17,First Class,14-05-2023,13-05-2023,1178,722.65,West,Mumbai,Technology,120.32,FedEx,Unknown,WH-C,High,6,Home Office
ORD102006,20-10-2023,2,22-10-2023,9,Second Class,25-10-2023,29-10-2023,668,477.48,West,Mumbai,Technology,3901.45,FedEx,Customer Not Available,WH-A,Low,3,Home Office
ORD102007,20-01-2023,1,21-01-2023,10,Second Class,24-01-2023,28-01-2023,1578,1063.26,South,Bangalore,Office Supplies,4645.59,DHL,Carrier Delay,WH-B,Medium,5,Consumer
ORD102008,09-10-2023,1,10-10-2023,15,Same Day,11-10-2023,11-10-2023,1414,1210.4,East,Chennai,Furniture,1270.88,FedEx,Unknown,WH-A,High,6,Corporate
ORD102009,12-10-2023,2,14-10-2023,9,Standard Class,19-10-2023,22-10-2023,385,529.95,East,Chennai,Furniture,817.53,BlueDart,Unknown,WH-A,High,6,Consumer
ORD102010,01-01-2023,1,02-01-2023,17,First Class,04-01-2023,03-01-2023,1837,1723.05,East,Mumbai,Office Supplies,1158.45,Delhivery,Unknown,WH-D,Medium,8,Home Office
ORD102011,29-04-2023,2,01-05-2023,23,First Class,03-05-2023,04-05-2023,1303,1390.66,South,Bangalore,Office Supplies,3157.93,BlueDart,Traffic,WH-A,Medium,8,Corporate
ORD102012,04-02-2023,1,05-02-2023,3,Standard Class,10-02-2023,13-02-2023,1645,1117.23,South,Chennai,Technology,2916.15,Ecom Express,Inventory Issue,WH-A,Low,9,Corporate
ORD102013,17-07-2023,3,20-07-2023,21,First Class,22-07-2023,20-07-2023,902,895.55,South,Delhi,Office Supplies,3125.67,FedEx,Unknown,WH-C,Low,1,Consumer
ORD102014,02-09-2023,1,03-09-2023,20,Standard Class,08-09-2023,08-09-2023,1888,2593.41,East,Chennai,Office Supplies,88.28,DHL,Unknown,WH-D,Medium,4,Consumer
ORD102015,28-02-2023,3,03-03-2023,21,Second Class,06-03-2023,09-03-2023,868,1105.37,South,Chennai,Office Supplies,827.09,Ecom Express,Carrier Delay,WH-C,Low,1,Consumer
ORD102016,21-11-2023,1,22-11-2023,21,Second Class,25-11-2023,23-11-2023,66,38.36,East,Bangalore,Furniture,1254.03,Ecom Express,Unknown,WH-B,Medium,6,Corporate
ORD102017,10-06-2023,1,11-06-2023,20,First Class,13-06-2023,12-06-2023,1495,2036.3,West,Bangalore,Office Supplies,3500.57,DHL,Unknown,WH-A,Low,3,Corporate
ORD102018,28-06-2023,2,30-06-2023,20,Second Class,03-07-2023,07-07-2023,532,411.68,East,Chennai,Technology,3063.3,Ecom Express,Customer Not Available,WH-D,Low,5,Consumer
ORD102019,25-07-2023,1,26-07-2023,19,Second Class,29-07-2023,31-07-2023,866,1009.51,East,Delhi,Furniture,3138.31,BlueDart,Weather,WH-C,High,9,Home Office
ORD102020,12-01-2023,1,13-01-2023,14,Same Day,14-01-2023,17-01-2023,154,99.54,Central,Delhi,Furniture,2875.04,Ecom Express,Traffic,WH-C,High,3,Corporate
ORD102021,03-10-2023,3,06-10-2023,18,Standard Class,11-10-2023,14-10-2023,1170,1374.33,Central,Mumbai,Office Supplies,3735.34,DHL,Traffic,WH-B,Medium,2,Home Office
ORD102022,30-06-2023,1,01-07-2023,2,Standard Class,06-07-2023,04-07-2023,120,64.28,East,Mumbai,Office Supplies,4711.39,Delhivery,Unknown,WH-B,Medium,8,Consumer
ORD102023,30-08-2023,2,01-09-2023,22,First Class,03-09-2023,08-09-2023,828,911.33,Central,Chennai,Office Supplies,3384.15,FedEx,Customer Not Available,WH-B,Medium,7,Consumer
ORD102024,04-08-2023,3,07-08-2023,6,Standard Class,12-08-2023,10-08-2023,69,79.07,South,Chennai,Office Supplies,3737.56,DHL,Unknown,WH-C,Low,1,Home Office
ORD102025,08-09-2023,2,10-09-2023,21,Same Day,11-09-2023,13-09-2023,1457,1084.73,Central,Chennai,Technology,3060.52,BlueDart,Inventory Issue,WH-A,High,9,Consumer
ORD102026,26-10-2023,2,28-10-2023,22,First Class,30-10-2023,28-10-2023,314,451.21,Central,Delhi,Office Supplies,3998.3,BlueDart,Unknown,WH-B,High,4,Home Office
